PA,SZ,TOD,Pop,Time
Bukit Merah,Telok Blangah Rise,Condominiums and Other Apartments,760,2000
Bukit Merah,Telok Blangah Rise,Others,100,2000
Bukit Merah,Telok Blangah Way,HDB 1- and 2-Room Flats,1850,2000
Bukit Merah,Telok Blangah Way,HDB 3-Room Flats,6130,2000
Bukit Merah,Telok Blangah Way,HDB 4-Room Flats,1140,2000
Bukit Merah,Telok Blangah Way,HDB 5-Room and Executive Flats,940,2000
Bukit Merah,Telok Blangah Way,HUDC Flats (excluding those privatised),0,2000
Bukit Merah,Telok Blangah Way,Landed Properties,0,2000
Bukit Merah,Telok Blangah Way,Condominiums and Other Apartments,0,2000
Bukit Merah,Telok Blangah Way,Others,100,2000
Bukit Merah,Tiong Bahru,HDB 1- and 2-Room Flats,170,2000
Bukit Merah,Tiong Bahru,HDB 3-Room Flats,4350,2000
Bukit Merah,Tiong Bahru,HDB 4-Room Flats,2670,2000
Bukit Merah,Tiong Bahru,HDB 5-Room and Executive Flats,370,2000
Bukit Merah,Tiong Bahru,HUDC Flats (excluding those privatised),0,2000
Bukit Merah,Tiong Bahru,Landed Properties,20,2000
Bukit Merah,Tiong Bahru,Condominiums and Other Apartments,260,2000
Bukit Merah,Tiong Bahru,Others,170,2000
Bukit Merah,Tiong Bahru Station,HDB 1- and 2-Room Flats,1380,2000
Bukit Merah,Tiong Bahru Station,HDB 3-Room Flats,1170,2000
Bukit Merah,Tiong Bahru Station,HDB 4-Room Flats,1180,2000
Bukit Merah,Tiong Bahru Station,HDB 5-Room and Executive Flats,1710,2000
Bukit Merah,Tiong Bahru Station,HUDC Flats (excluding those privatised),0,2000
Bukit Merah,Tiong Bahru Station,Landed Properties,0,2000
Bukit Merah,Tiong Bahru Station,Condominiums and Other Apartments,730,2000
Bukit Merah,Tiong Bahru Station,Others,20,2000
Bukit Panjang,Bangkit,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Bangkit,HDB 3-Room Flats,3390,2000
Bukit Panjang,Bangkit,HDB 4-Room Flats,15040,2000
Bukit Panjang,Bangkit,HDB 5-Room and Executive Flats,6360,2000
Bukit Panjang,Bangkit,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Bangkit,Landed Properties,0,2000
Bukit Panjang,Bangkit,Condominiums and Other Apartments,1170,2000
Bukit Panjang,Bangkit,Others,10,2000
Bukit Panjang,Bukit Panjang,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Bukit Panjang,HDB 3-Room Flats,4680,2000
Bukit Panjang,Bukit Panjang,HDB 4-Room Flats,10130,2000
Bukit Panjang,Bukit Panjang,HDB 5-Room and Executive Flats,8670,2000
Bukit Panjang,Bukit Panjang,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Bukit Panjang,Landed Properties,630,2000
Bukit Panjang,Bukit Panjang,Condominiums and Other Apartments,3470,2000
Bukit Panjang,Bukit Panjang,Others,50,2000
Bukit Panjang,Dairy Farm,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Dairy Farm,HDB 3-Room Flats,0,2000
Bukit Panjang,Dairy Farm,HDB 4-Room Flats,0,2000
Bukit Panjang,Dairy Farm,HDB 5-Room and Executive Flats,0,2000
Bukit Panjang,Dairy Farm,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Dairy Farm,Landed Properties,1440,2000
Bukit Panjang,Dairy Farm,Condominiums and Other Apartments,1630,2000
Bukit Panjang,Dairy Farm,Others,10,2000
Bukit Panjang,Fajar,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Fajar,HDB 3-Room Flats,0,2000
Bukit Panjang,Fajar,HDB 4-Room Flats,9420,2000
Bukit Panjang,Fajar,HDB 5-Room and Executive Flats,7370,2000
Bukit Panjang,Fajar,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Fajar,Landed Properties,0,2000
Bukit Panjang,Fajar,Condominiums and Other Apartments,0,2000
Bukit Panjang,Fajar,Others,0,2000
Bukit Panjang,Nature Reserve,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Nature Reserve,HDB 3-Room Flats,0,2000
Bukit Panjang,Nature Reserve,HDB 4-Room Flats,0,2000
Bukit Panjang,Nature Reserve,HDB 5-Room and Executive Flats,0,2000
Bukit Panjang,Nature Reserve,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Nature Reserve,Landed Properties,470,2000
Bukit Panjang,Nature Reserve,Condominiums and Other Apartments,1650,2000
Bukit Panjang,Nature Reserve,Others,10,2000
Bukit Panjang,Saujana,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Saujana,HDB 3-Room Flats,0,2000
Bukit Panjang,Saujana,HDB 4-Room Flats,8470,2000
Bukit Panjang,Saujana,HDB 5-Room and Executive Flats,9370,2000
Bukit Panjang,Saujana,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Saujana,Landed Properties,0,2000
Bukit Panjang,Saujana,Condominiums and Other Apartments,0,2000
Bukit Panjang,Saujana,Others,10,2000
Bukit Panjang,Senja,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Senja,HDB 3-Room Flats,0,2000
Bukit Panjang,Senja,HDB 4-Room Flats,1490,2000
Bukit Panjang,Senja,HDB 5-Room and Executive Flats,1620,2000
Bukit Panjang,Senja,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Senja,Landed Properties,0,2000
Bukit Panjang,Senja,Condominiums and Other Apartments,0,2000
Bukit Panjang,Senja,Others,10,2000
Bukit Timah,Anak Bukit,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Anak Bukit,HDB 3-Room Flats,60,2000
Bukit Timah,Anak Bukit,HDB 4-Room Flats,2660,2000
Bukit Timah,Anak Bukit,HDB 5-Room and Executive Flats,3790,2000
Bukit Timah,Anak Bukit,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Anak Bukit,Landed Properties,8040,2000
Bukit Timah,Anak Bukit,Condominiums and Other Apartments,6090,2000
Bukit Timah,Anak Bukit,Others,320,2000
Bukit Timah,Coronation,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Coronation,HDB 3-Room Flats,0,2000
Bukit Timah,Coronation,HDB 4-Room Flats,0,2000
Bukit Timah,Coronation,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Coronation,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Coronation,Landed Properties,4470,2000
Bukit Timah,Coronation,Condominiums and Other Apartments,600,2000
Bukit Timah,Coronation,Others,120,2000
Bukit Timah,Farrer Court,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Farrer Court,HDB 3-Room Flats,1250,2000
Bukit Timah,Farrer Court,HDB 4-Room Flats,640,2000
Bukit Timah,Farrer Court,HDB 5-Room and Executive Flats,330,2000
Bukit Timah,Farrer Court,HUDC Flats (excluding those privatised),2060,2000
Bukit Timah,Farrer Court,Landed Properties,930,2000
Bukit Timah,Farrer Court,Condominiums and Other Apartments,970,2000
Bukit Timah,Farrer Court,Others,60,2000
Bukit Timah,Hillcrest,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Hillcrest,HDB 3-Room Flats,0,2000
Bukit Timah,Hillcrest,HDB 4-Room Flats,0,2000
Bukit Timah,Hillcrest,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Hillcrest,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Hillcrest,Landed Properties,4790,2000
Bukit Timah,Hillcrest,Condominiums and Other Apartments,1870,2000
Bukit Timah,Hillcrest,Others,240,2000
Bukit Timah,Holland Road,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Holland Road,HDB 3-Room Flats,0,2000
Bukit Timah,Holland Road,HDB 4-Room Flats,0,2000
Bukit Timah,Holland Road,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Holland Road,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Holland Road,Landed Properties,4020,2000
Bukit Timah,Holland Road,Condominiums and Other Apartments,1590,2000
Bukit Timah,Holland Road,Others,70,2000
Bukit Timah,Leedon Park,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Leedon Park,HDB 3-Room Flats,0,2000
Bukit Timah,Leedon Park,HDB 4-Room Flats,0,2000
Bukit Timah,Leedon Park,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Leedon Park,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Leedon Park,Landed Properties,3580,2000
Bukit Timah,Leedon Park,Condominiums and Other Apartments,1770,2000
Bukit Timah,Leedon Park,Others,110,2000
Bukit Timah,Swiss Club,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Swiss Club,HDB 3-Room Flats,0,2000
Bukit Timah,Swiss Club,HDB 4-Room Flats,0,2000
Bukit Timah,Swiss Club,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Swiss Club,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Swiss Club,Landed Properties,3180,2000
Bukit Timah,Swiss Club,Condominiums and Other Apartments,800,2000
Bukit Timah,Swiss Club,Others,160,2000
Bukit Timah,Ulu Pandan,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Ulu Pandan,HDB 3-Room Flats,0,2000
Bukit Timah,Ulu Pandan,HDB 4-Room Flats,0,2000
Bukit Timah,Ulu Pandan,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Ulu Pandan,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Ulu Pandan,Landed Properties,3220,2000
Bukit Timah,Ulu Pandan,Condominiums and Other Apartments,6270,2000
Bukit Timah,Ulu Pandan,Others,260,2000
Central Water Catchment,Central Water Catchment,HDB 1- and 2-Room Flats,0,2000
Central Water Catchment,Central Water Catchment,HDB 3-Room Flats,0,2000
Central Water Catchment,Central Water Catchment,HDB 4-Room Flats,0,2000
Central Water Catchment,Central Water Catchment,HDB 5-Room and Executive Flats,0,2000
Central Water Catchment,Central Water Catchment,HUDC Flats (excluding those privatised),0,2000
Central Water Catchment,Central Water Catchment,Landed Properties,0,2000
Central Water Catchment,Central Water Catchment,Condominiums and Other Apartments,0,2000
Central Water Catchment,Central Water Catchment,Others,0,2000
Changi,Changi Airport,HDB 1- and 2-Room Flats,0,2000
Changi,Changi Airport,HDB 3-Room Flats,0,2000
Changi,Changi Airport,HDB 4-Room Flats,0,2000
Changi,Changi Airport,HDB 5-Room and Executive Flats,0,2000
Changi,Changi Airport,HUDC Flats (excluding those privatised),0,2000
Changi,Changi Airport,Landed Properties,0,2000
Changi,Changi Airport,Condominiums and Other Apartments,0,2000
Changi,Changi Airport,Others,0,2000
Changi,Changi Point,HDB 1- and 2-Room Flats,0,2000
Changi,Changi Point,HDB 3-Room Flats,260,2000
Changi,Changi Point,HDB 4-Room Flats,0,2000
Changi,Changi Point,HDB 5-Room and Executive Flats,0,2000
Changi,Changi Point,HUDC Flats (excluding those privatised),0,2000
Changi,Changi Point,Landed Properties,20,2000
Changi,Changi Point,Condominiums and Other Apartments,0,2000
Changi,Changi Point,Others,130,2000
Changi,Changi West,HDB 1- and 2-Room Flats,0,2000
Changi,Changi West,HDB 3-Room Flats,0,2000
Changi,Changi West,HDB 4-Room Flats,0,2000
Changi,Changi West,HDB 5-Room and Executive Flats,0,2000
Changi,Changi West,HUDC Flats (excluding those privatised),0,2000
Changi,Changi West,Landed Properties,210,2000
Changi,Changi West,Condominiums and Other Apartments,0,2000
Changi,Changi West,Others,470,2000
Changi Bay,Subzone 1,HDB 1- and 2-Room Flats,0,2000
Changi Bay,Subzone 1,HDB 3-Room Flats,0,2000
Changi Bay,Subzone 1,HDB 4-Room Flats,0,2000
Changi Bay,Subzone 1,HDB 5-Room and Executive Flats,0,2000
Changi Bay,Subzone 1,HUDC Flats (excluding those privatised),0,2000
Changi Bay,Subzone 1,Landed Properties,0,2000
Changi Bay,Subzone 1,Condominiums and Other Apartments,0,2000
Changi Bay,Subzone 1,Others,0,2000
Choa Chu Kang,Central,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Central,HDB 3-Room Flats,0,2000
Choa Chu Kang,Central,HDB 4-Room Flats,9650,2000
Choa Chu Kang,Central,HDB 5-Room and Executive Flats,6820,2000
Choa Chu Kang,Central,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Central,Landed Properties,0,2000
Choa Chu Kang,Central,Condominiums and Other Apartments,1680,2000
Choa Chu Kang,Central,Others,10,2000
Choa Chu Kang,Keat Hong,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Keat Hong,HDB 3-Room Flats,0,2000
Choa Chu Kang,Keat Hong,HDB 4-Room Flats,8460,2000
Choa Chu Kang,Keat Hong,HDB 5-Room and Executive Flats,5030,2000
Choa Chu Kang,Keat Hong,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Keat Hong,Landed Properties,290,2000
Choa Chu Kang,Keat Hong,Condominiums and Other Apartments,10,2000
Choa Chu Kang,Keat Hong,Others,20,2000
Choa Chu Kang,Kranji North,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Kranji North,HDB 3-Room Flats,0,2000
Choa Chu Kang,Kranji North,HDB 4-Room Flats,3730,2000
Choa Chu Kang,Kranji North,HDB 5-Room and Executive Flats,10800,2000
Choa Chu Kang,Kranji North,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Kranji North,Landed Properties,0,2000
Choa Chu Kang,Kranji North,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Kranji North,Others,0,2000
Choa Chu Kang,Pang Sua,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Pang Sua,HDB 3-Room Flats,0,2000
Choa Chu Kang,Pang Sua,HDB 4-Room Flats,5310,2000
Choa Chu Kang,Pang Sua,HDB 5-Room and Executive Flats,5830,2000
Choa Chu Kang,Pang Sua,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Pang Sua,Landed Properties,300,2000
Choa Chu Kang,Pang Sua,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Pang Sua,Others,0,2000
Choa Chu Kang,Peng Siang,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Peng Siang,HDB 3-Room Flats,0,2000
Choa Chu Kang,Peng Siang,HDB 4-Room Flats,17850,2000
Choa Chu Kang,Peng Siang,HDB 5-Room and Executive Flats,10430,2000
Choa Chu Kang,Peng Siang,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Peng Siang,Landed Properties,0,2000
Choa Chu Kang,Peng Siang,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Peng Siang,Others,10,2000
Choa Chu Kang,Teck Whye,HDB 1- and 2-Room Flats,520,2000
Choa Chu Kang,Teck Whye,HDB 3-Room Flats,4210,2000
Choa Chu Kang,Teck Whye,HDB 4-Room Flats,12690,2000
Choa Chu Kang,Teck Whye,HDB 5-Room and Executive Flats,9050,2000
Choa Chu Kang,Teck Whye,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Teck Whye,Landed Properties,0,2000
Choa Chu Kang,Teck Whye,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Teck Whye,Others,60,2000
Choa Chu Kang,Yew Tee,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Yew Tee,HDB 3-Room Flats,0,2000
Choa Chu Kang,Yew Tee,HDB 4-Room Flats,11030,2000
Choa Chu Kang,Yew Tee,HDB 5-Room and Executive Flats,12100,2000
Choa Chu Kang,Yew Tee,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Yew Tee,Landed Properties,0,2000
Choa Chu Kang,Yew Tee,Condominiums and Other Apartments,940,2000
Choa Chu Kang,Yew Tee,Others,10,2000
Clementi,Clementi Central,HDB 1- and 2-Room Flats,0,2000
Clementi,Clementi Central,HDB 3-Room Flats,6520,2000
Clementi,Clementi Central,HDB 4-Room Flats,3790,2000
Clementi,Clementi Central,HDB 5-Room and Executive Flats,110,2000
Clementi,Clementi Central,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi Central,Landed Properties,930,2000
Clementi,Clementi Central,Condominiums and Other Apartments,260,2000
Clementi,Clementi Central,Others,220,2000
Clementi,Clementi North,HDB 1- and 2-Room Flats,450,2000
Clementi,Clementi North,HDB 3-Room Flats,14160,2000
Clementi,Clementi North,HDB 4-Room Flats,9490,2000
Clementi,Clementi North,HDB 5-Room and Executive Flats,3390,2000
Clementi,Clementi North,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi North,Landed Properties,0,2000
Clementi,Clementi North,Condominiums and Other Apartments,0,2000
Clementi,Clementi North,Others,110,2000
Clementi,Clementi West,HDB 1- and 2-Room Flats,0,2000
Clementi,Clementi West,HDB 3-Room Flats,9520,2000
Clementi,Clementi West,HDB 4-Room Flats,5060,2000
Clementi,Clementi West,HDB 5-Room and Executive Flats,1400,2000
Clementi,Clementi West,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi West,Landed Properties,180,2000
Clementi,Clementi West,Condominiums and Other Apartments,750,2000
Clementi,Clementi West,Others,170,2000
Clementi,Clementi Woods,HDB 1- and 2-Room Flats,1650,2000
Clementi,Clementi Woods,HDB 3-Room Flats,7750,2000
Clementi,Clementi Woods,HDB 4-Room Flats,6960,2000
Clementi,Clementi Woods,HDB 5-Room and Executive Flats,3770,2000
Clementi,Clementi Woods,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi Woods,Landed Properties,300,2000
Clementi,Clementi Woods,Condominiums and Other Apartments,180,2000
Clementi,Clementi Woods,Others,650,2000
Clementi,Faber,HDB 1- and 2-Room Flats,0,2000
Clementi,Faber,HDB 3-Room Flats,0,2000
Clementi,Faber,HDB 4-Room Flats,0,2000
Clementi,Faber,HDB 5-Room and Executive Flats,0,2000
Clementi,Faber,HUDC Flats (excluding those privatised),0,2000
Clementi,Faber,Landed Properties,1640,2000
Clementi,Faber,Condominiums and Other Apartments,1380,2000
Clementi,Faber,Others,90,2000
Clementi,Pandan,HDB 1- and 2-Room Flats,0,2000
Clementi,Pandan,HDB 3-Room Flats,0,2000
Clementi,Pandan,HDB 4-Room Flats,0,2000
Clementi,Pandan,HDB 5-Room and Executive Flats,0,2000
Clementi,Pandan,HUDC Flats (excluding those privatised),0,2000
Clementi,Pandan,Landed Properties,0,2000
Clementi,Pandan,Condominiums and Other Apartments,0,2000
Clementi,Pandan,Others,0,2000
Clementi,Sunset Way,HDB 1- and 2-Room Flats,0,2000
Clementi,Sunset Way,HDB 3-Room Flats,80,2000
Clementi,Sunset Way,HDB 4-Room Flats,1600,2000
Clementi,Sunset Way,HDB 5-Room and Executive Flats,2290,2000
Clementi,Sunset Way,HUDC Flats (excluding those privatised),0,2000
Clementi,Sunset Way,Landed Properties,890,2000
Clementi,Sunset Way,Condominiums and Other Apartments,1480,2000
Clementi,Sunset Way,Others,50,2000
Clementi,Toh Tuck,HDB 1- and 2-Room Flats,0,2000
Clementi,Toh Tuck,HDB 3-Room Flats,0,2000
Clementi,Toh Tuck,HDB 4-Room Flats,0,2000
Clementi,Toh Tuck,HDB 5-Room and Executive Flats,0,2000
Clementi,Toh Tuck,HUDC Flats (excluding those privatised),0,2000
Clementi,Toh Tuck,Landed Properties,0,2000
Clementi,Toh Tuck,Condominiums and Other Apartments,0,2000
Clementi,Toh Tuck,Others,0,2000
Clementi,West Coast,HDB 1- and 2-Room Flats,0,2000
Clementi,West Coast,HDB 3-Room Flats,0,2000
Clementi,West Coast,HDB 4-Room Flats,0,2000
Clementi,West Coast,HDB 5-Room and Executive Flats,0,2000
Clementi,West Coast,HUDC Flats (excluding those privatised),0,2000
Clementi,West Coast,Landed Properties,2150,2000
Clementi,West Coast,Condominiums and Other Apartments,1410,2000
Clementi,West Coast,Others,160,2000
Downtown Core,Anson,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Anson,HDB 3-Room Flats,0,2000
Downtown Core,Anson,HDB 4-Room Flats,0,2000
Downtown Core,Anson,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Anson,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Anson,Landed Properties,0,2000
Downtown Core,Anson,Condominiums and Other Apartments,0,2000
Downtown Core,Anson,Others,0,2000
Downtown Core,Bayfront Subzone,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Bayfront Subzone,HDB 3-Room Flats,0,2000
Downtown Core,Bayfront Subzone,HDB 4-Room Flats,0,2000
Downtown Core,Bayfront Subzone,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Bayfront Subzone,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Bayfront Subzone,Landed Properties,0,2000
Downtown Core,Bayfront Subzone,Condominiums and Other Apartments,0,2000
Downtown Core,Bayfront Subzone,Others,0,2000
Downtown Core,Bugis,HDB 1- and 2-Room Flats,340,2000
Downtown Core,Bugis,HDB 3-Room Flats,2160,2000
Downtown Core,Bugis,HDB 4-Room Flats,1300,2000
Downtown Core,Bugis,HDB 5-Room and Executive Flats,30,2000
Downtown Core,Bugis,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Bugis,Landed Properties,10,2000
Downtown Core,Bugis,Condominiums and Other Apartments,50,2000
Downtown Core,Bugis,Others,180,2000
Downtown Core,Cecil,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Cecil,HDB 3-Room Flats,0,2000
Downtown Core,Cecil,HDB 4-Room Flats,0,2000
Downtown Core,Cecil,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Cecil,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Cecil,Landed Properties,0,2000
Downtown Core,Cecil,Condominiums and Other Apartments,0,2000
Downtown Core,Cecil,Others,0,2000
Downtown Core,Central Subzone,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Central Subzone,HDB 3-Room Flats,0,2000
Downtown Core,Central Subzone,HDB 4-Room Flats,0,2000
Downtown Core,Central Subzone,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Central Subzone,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Central Subzone,Landed Properties,0,2000
Downtown Core,Central Subzone,Condominiums and Other Apartments,0,2000
Downtown Core,Central Subzone,Others,0,2000
Downtown Core,City Hall,HDB 1- and 2-Room Flats,0,2000
Downtown Core,City Hall,HDB 3-Room Flats,0,2000
Downtown Core,City Hall,HDB 4-Room Flats,0,2000
Downtown Core,City Hall,HDB 5-Room and Executive Flats,0,2000
Downtown Core,City Hall,HUDC Flats (excluding those privatised),0,2000
Downtown Core,City Hall,Landed Properties,0,2000
Downtown Core,City Hall,Condominiums and Other Apartments,0,2000
Downtown Core,City Hall,Others,120,2000
Downtown Core,Clifford Pier,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Clifford Pier,HDB 3-Room Flats,0,2000
Downtown Core,Clifford Pier,HDB 4-Room Flats,0,2000
Downtown Core,Clifford Pier,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Clifford Pier,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Clifford Pier,Landed Properties,0,2000
Downtown Core,Clifford Pier,Condominiums and Other Apartments,0,2000
Downtown Core,Clifford Pier,Others,0,2000
Downtown Core,Marina Centre,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Marina Centre,HDB 3-Room Flats,0,2000
Downtown Core,Marina Centre,HDB 4-Room Flats,0,2000
Downtown Core,Marina Centre,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Marina Centre,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Marina Centre,Landed Properties,0,2000
Downtown Core,Marina Centre,Condominiums and Other Apartments,0,2000
Downtown Core,Marina Centre,Others,0,2000
Downtown Core,Maxwell,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Maxwell,HDB 3-Room Flats,0,2000
Downtown Core,Maxwell,HDB 4-Room Flats,0,2000
Downtown Core,Maxwell,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Maxwell,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Maxwell,Landed Properties,0,2000
Downtown Core,Maxwell,Condominiums and Other Apartments,0,2000
Downtown Core,Maxwell,Others,0,2000
Downtown Core,Phillip,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Phillip,HDB 3-Room Flats,0,2000
Downtown Core,Phillip,HDB 4-Room Flats,0,2000
Downtown Core,Phillip,HDB 5-Room and Executive Flats,0,2000
